order_id,order_date,region,channel,category,product,units,unit_price_usd,discount_rate,net_sales_usd,cogs_usd,gross_profit_usd,returned
NG-02715,2025-08-06,North,Marketplace,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-02716,2025-08-06,North,Retail,Living,Linen Throw,1,96,0.05,91.2,49,42.2,False
NG-02717,2025-08-06,North,Online,Kitchen,Cast Iron Pan,1,135,0.05,128.25,80,48.25,False
NG-02718,2025-08-06,East,Online,Kitchen,Cast Iron Pan,2,135,0.1,243.0,160,83.0,False
NG-02719,2025-08-06,South,Online,Everyday,Canvas Tote,2,32,0.1,57.6,24,33.6,False
NG-02720,2025-08-07,North,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02721,2025-08-07,West,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02722,2025-08-07,South,Marketplace,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-02723,2025-08-07,West,Retail,Kitchen,Cast Iron Pan,1,135,0.05,128.25,80,48.25,False
NG-02724,2025-08-07,South,Online,Kitchen,Pour Over Kit,3,79,0,237,114,123,False
NG-02725,2025-08-07,West,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02726,2025-08-07,North,Online,Living,Oak Side Table,1,189,0,189,112,77,False
NG-02727,2025-08-07,East,Online,Living,Oak Side Table,1,189,0.1,170.1,112,58.1,False
NG-02728,2025-08-08,North,Marketplace,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-02729,2025-08-08,North,Marketplace,Everyday,Insulated Bottle,2,42,0.05,79.8,36,43.8,False
NG-02730,2025-08-08,East,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02731,2025-08-08,North,Online,Everyday,Insulated Bottle,1,42,0.1,37.8,18,19.8,False
NG-02732,2025-08-08,South,Retail,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-02733,2025-08-08,South,Online,Living,Linen Throw,1,96,0,96,49,47,False
NG-02734,2025-08-09,South,Online,Home Office,Desk Lamp,3,58,0,174,84,90,False
NG-02735,2025-08-09,North,Online,Home Office,Ergonomic Chair,1,245,0.05,232.75,144,88.75,False
NG-02736,2025-08-09,East,Retail,Home Office,Ergonomic Chair,1,245,0.2,196.0,144,52.0,False
NG-02737,2025-08-09,North,Online,Home Office,Desk Lamp,2,58,0.2,92.8,56,36.8,False
NG-02738,2025-08-09,West,Online,Home Office,Desk Lamp,3,58,0,174,84,90,False
NG-02739,2025-08-10,North,Retail,Home Office,Monitor Riser,4,72,0.05,273.6,132,141.6,False
NG-02740,2025-08-10,West,Online,Living,Oak Side Table,1,189,0,189,112,77,False
NG-02741,2025-08-10,East,Marketplace,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-02742,2025-08-10,South,Online,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-02743,2025-08-10,South,Online,Home Office,Desk Lamp,2,58,0,116,56,60,False
NG-02744,2025-08-11,North,Online,Everyday,Canvas Tote,3,32,0,96,36,60,False
NG-02745,2025-08-11,South,Retail,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-02746,2025-08-11,North,Marketplace,Everyday,Travel Backpack,1,129,0.05,122.55,68,54.55,False
NG-02747,2025-08-11,East,Online,Living,Oak Side Table,1,189,0.05,179.55,112,67.55,False
NG-02748,2025-08-11,North,Online,Everyday,Canvas Tote,2,32,0,64,24,40,False
NG-02749,2025-08-12,South,Online,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-02750,2025-08-12,East,Online,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-02751,2025-08-13,North,Retail,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02752,2025-08-13,North,Online,Living,Oak Side Table,1,189,0,189,112,77,False
NG-02753,2025-08-13,North,Retail,Home Office,Monitor Riser,1,72,0.1,64.8,33,31.8,False
NG-02754,2025-08-13,East,Retail,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-02755,2025-08-13,East,Online,Everyday,Canvas Tote,1,32,0.15,27.2,12,15.2,False
NG-02756,2025-08-13,East,Retail,Home Office,Ergonomic Chair,1,245,0.05,232.75,144,88.75,False
NG-02757,2025-08-13,East,Marketplace,Home Office,Desk Lamp,1,58,0.1,52.2,28,24.2,False
NG-02758,2025-08-14,South,Retail,Living,Accent Cushion,1,46,0.15,39.1,20,19.1,False
NG-02759,2025-08-14,West,Retail,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-02760,2025-08-15,North,Online,Everyday,Canvas Tote,2,32,0,64,24,40,False
NG-02761,2025-08-15,East,Online,Kitchen,Cast Iron Pan,1,135,0.05,128.25,80,48.25,False
NG-02762,2025-08-15,East,Retail,Home Office,Monitor Riser,1,72,0.1,64.8,33,31.8,False
NG-02763,2025-08-15,West,Marketplace,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-02764,2025-08-15,South,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02765,2025-08-16,South,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02766,2025-08-16,South,Retail,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-02767,2025-08-16,East,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02768,2025-08-16,South,Retail,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-02769,2025-08-16,North,Online,Everyday,Insulated Bottle,1,42,0.15,35.7,18,17.7,False
NG-02770,2025-08-17,East,Online,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-02771,2025-08-17,East,Retail,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02772,2025-08-17,North,Online,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-02773,2025-08-17,North,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02774,2025-08-18,North,Retail,Living,Linen Throw,2,96,0,192,98,94,False
NG-02775,2025-08-18,West,Retail,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-02776,2025-08-19,East,Retail,Kitchen,Cast Iron Pan,1,135,0.05,128.25,80,48.25,False
NG-02777,2025-08-19,West,Online,Living,Linen Throw,1,96,0,96,49,47,False
NG-02778,2025-08-19,West,Online,Everyday,Insulated Bottle,2,42,0,84,36,48,False
NG-02779,2025-08-19,West,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02780,2025-08-19,West,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02781,2025-08-19,North,Marketplace,Everyday,Insulated Bottle,1,42,0.2,33.6,18,15.6,False
NG-02782,2025-08-20,East,Online,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-02783,2025-08-20,West,Online,Living,Oak Side Table,1,189,0.1,170.1,112,58.1,False
NG-02784,2025-08-20,South,Online,Living,Accent Cushion,1,46,0,0,0,0,True
NG-02785,2025-08-20,North,Online,Everyday,Travel Backpack,2,129,0.05,245.1,136,109.1,False
NG-02786,2025-08-20,East,Online,Home Office,Monitor Riser,1,72,0.1,64.8,33,31.8,False
NG-02787,2025-08-21,North,Retail,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-02788,2025-08-21,West,Online,Everyday,Travel Backpack,1,129,0.05,122.55,68,54.55,False
NG-02789,2025-08-21,East,Retail,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-02790,2025-08-21,North,Marketplace,Living,Accent Cushion,1,46,0.05,0,0,0,True
NG-02791,2025-08-21,North,Online,Living,Oak Side Table,1,189,0.1,170.1,112,58.1,False
NG-02792,2025-08-21,North,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-02793,2025-08-21,East,Online,Living,Accent Cushion,2,46,0,92,40,52,False
NG-02794,2025-08-21,East,Online,Kitchen,Pour Over Kit,1,79,0.1,71.1,38,33.1,False
NG-02795,2025-08-22,South,Marketplace,Kitchen,Ceramic Dinner Set,2,112,0.05,212.8,114,98.8,False
NG-02796,2025-08-22,North,Retail,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-02797,2025-08-22,East,Online,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-02798,2025-08-22,South,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-02799,2025-08-23,East,Retail,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-02800,2025-08-23,East,Marketplace,Everyday,Travel Backpack,1,129,0.05,122.55,68,54.55,False
NG-02801,2025-08-23,East,Online,Kitchen,Cast Iron Pan,1,135,0,135,80,55,False
NG-02802,2025-08-23,North,Online,Kitchen,Pour Over Kit,2,79,0.1,142.2,76,66.2,False
NG-02803,2025-08-23,North,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02804,2025-08-23,South,Online,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-02805,2025-08-23,West,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02806,2025-08-23,North,Retail,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02807,2025-08-24,North,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02808,2025-08-24,South,Online,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-02809,2025-08-24,West,Retail,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-02810,2025-08-25,South,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02811,2025-08-25,East,Marketplace,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-02812,2025-08-25,North,Marketplace,Everyday,Insulated Bottle,1,42,0.1,37.8,18,19.8,False
NG-02813,2025-08-25,North,Online,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-02814,2025-08-25,North,Online,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-02815,2025-08-26,North,Marketplace,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-02816,2025-08-26,North,Online,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-02817,2025-08-26,East,Retail,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-02818,2025-08-27,East,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-02819,2025-08-27,South,Marketplace,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-02820,2025-08-27,South,Retail,Home Office,Monitor Riser,1,72,0.15,61.2,33,28.2,False
NG-02821,2025-08-27,West,Retail,Living,Oak Side Table,1,189,0.05,179.55,112,67.55,False
NG-02822,2025-08-27,East,Retail,Living,Linen Throw,1,96,0,96,49,47,False
NG-02823,2025-08-28,South,Marketplace,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-02824,2025-08-28,West,Online,Living,Oak Side Table,1,189,0.05,179.55,112,67.55,False
NG-02825,2025-08-28,East,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02826,2025-08-28,West,Retail,Kitchen,Ceramic Dinner Set,3,112,0,336,171,165,False
NG-02827,2025-08-28,West,Online,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-02828,2025-08-28,North,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02829,2025-08-28,North,Marketplace,Living,Accent Cushion,1,46,0.1,41.4,20,21.4,False
NG-02830,2025-08-28,East,Online,Kitchen,Pour Over Kit,2,79,0.2,126.4,76,50.4,False
NG-02831,2025-08-29,East,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02832,2025-08-29,North,Retail,Home Office,Ergonomic Chair,1,245,0.15,208.25,144,64.25,False
NG-02833,2025-08-29,North,Retail,Home Office,Ergonomic Chair,1,245,0.05,232.75,144,88.75,False
NG-02834,2025-08-29,North,Marketplace,Everyday,Canvas Tote,2,32,0.2,51.2,24,27.2,False
NG-02835,2025-08-29,South,Retail,Living,Linen Throw,1,96,0,96,49,47,False
NG-02836,2025-08-29,South,Online,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-02837,2025-08-30,North,Online,Living,Linen Throw,1,96,0,96,49,47,False
NG-02838,2025-08-30,East,Retail,Kitchen,Ceramic Dinner Set,1,112,0.15,95.2,57,38.2,False
NG-02839,2025-08-30,North,Retail,Kitchen,Cast Iron Pan,1,135,0.1,121.5,80,41.5,False
NG-02840,2025-08-30,South,Online,Home Office,Ergonomic Chair,1,245,0.2,196.0,144,52.0,False
NG-02841,2025-08-30,South,Marketplace,Kitchen,Pour Over Kit,3,79,0.05,225.15,114,111.15,False
NG-02842,2025-08-31,East,Online,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-02843,2025-08-31,East,Retail,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02844,2025-08-31,South,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-02845,2025-08-31,East,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02846,2025-09-01,South,Retail,Living,Accent Cushion,1,46,0.2,36.8,20,16.8,False
NG-02847,2025-09-01,North,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02848,2025-09-01,North,Online,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-02849,2025-09-01,East,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02850,2025-09-01,North,Online,Everyday,Travel Backpack,1,129,0.15,109.65,68,41.65,False
NG-02851,2025-09-01,West,Online,Everyday,Canvas Tote,2,32,0.05,60.8,24,36.8,False
NG-02852,2025-09-01,North,Retail,Everyday,Travel Backpack,1,129,0.05,122.55,68,54.55,False
NG-02853,2025-09-01,North,Online,Living,Oak Side Table,1,189,0.1,170.1,112,58.1,False
NG-02854,2025-09-02,East,Retail,Everyday,Travel Backpack,3,129,0,387,204,183,False
NG-02855,2025-09-02,South,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02856,2025-09-02,East,Online,Kitchen,Ceramic Dinner Set,1,112,0.2,89.6,57,32.6,False
NG-02857,2025-09-02,South,Marketplace,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-02858,2025-09-02,West,Online,Kitchen,Cast Iron Pan,1,135,0,135,80,55,False
NG-02859,2025-09-03,West,Marketplace,Living,Linen Throw,1,96,0.05,91.2,49,42.2,False
NG-02860,2025-09-03,North,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02861,2025-09-03,North,Retail,Home Office,Ergonomic Chair,4,245,0,980,576,404,False
NG-02862,2025-09-03,East,Online,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-02863,2025-09-03,East,Online,Living,Accent Cushion,2,46,0.05,87.4,40,47.4,False
NG-02864,2025-09-03,North,Marketplace,Living,Linen Throw,1,96,0.05,91.2,49,42.2,False
NG-02865,2025-09-03,South,Marketplace,Living,Accent Cushion,2,46,0.05,87.4,40,47.4,False
NG-02866,2025-09-04,North,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02867,2025-09-04,East,Marketplace,Everyday,Insulated Bottle,2,42,0.1,75.6,36,39.6,False
NG-02868,2025-09-04,South,Online,Home Office,Monitor Riser,1,72,0.1,64.8,33,31.8,False
NG-02869,2025-09-05,South,Retail,Living,Linen Throw,1,96,0,96,49,47,False
NG-02870,2025-09-05,South,Online,Kitchen,Cast Iron Pan,2,135,0.2,216.0,160,56.0,False
NG-02871,2025-09-05,South,Retail,Kitchen,Cast Iron Pan,2,135,0.05,256.5,160,96.5,False
NG-02872,2025-09-05,North,Online,Everyday,Insulated Bottle,2,42,0.05,79.8,36,43.8,False
NG-02873,2025-09-05,West,Online,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-02874,2025-09-05,West,Retail,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-02875,2025-09-05,South,Retail,Everyday,Insulated Bottle,1,42,0.15,35.7,18,17.7,False
NG-02876,2025-09-06,North,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02877,2025-09-06,West,Online,Kitchen,Ceramic Dinner Set,1,112,0.1,100.8,57,43.8,False
NG-02878,2025-09-06,East,Online,Living,Accent Cushion,2,46,0.15,78.2,40,38.2,False
NG-02879,2025-09-06,East,Retail,Living,Accent Cushion,3,46,0,138,60,78,False
NG-02880,2025-09-06,North,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02881,2025-09-06,South,Retail,Home Office,Desk Lamp,2,58,0,116,56,60,False
NG-02882,2025-09-07,East,Retail,Kitchen,Pour Over Kit,1,79,0.1,71.1,38,33.1,False
NG-02883,2025-09-07,West,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02884,2025-09-07,South,Online,Home Office,Desk Lamp,2,58,0.1,104.4,56,48.4,False
NG-02885,2025-09-07,West,Online,Living,Accent Cushion,1,46,0.1,41.4,20,21.4,False
NG-02886,2025-09-07,South,Online,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-02887,2025-09-08,East,Online,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-02888,2025-09-08,South,Marketplace,Home Office,Desk Lamp,1,58,0.1,52.2,28,24.2,False
NG-02889,2025-09-08,East,Retail,Home Office,Desk Lamp,2,58,0,116,56,60,False
NG-02890,2025-09-09,East,Marketplace,Home Office,Monitor Riser,2,72,0.05,136.8,66,70.8,False
NG-02891,2025-09-09,West,Marketplace,Kitchen,Cast Iron Pan,1,135,0.05,128.25,80,48.25,False
NG-02892,2025-09-10,South,Marketplace,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-02893,2025-09-10,West,Retail,Living,Accent Cushion,3,46,0.05,131.1,60,71.1,False
NG-02894,2025-09-10,North,Online,Living,Accent Cushion,3,46,0.05,0,0,0,True
NG-02895,2025-09-10,West,Online,Living,Oak Side Table,3,189,0,567,336,231,False
NG-02896,2025-09-10,West,Online,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-02897,2025-09-10,North,Online,Kitchen,Cast Iron Pan,1,135,0.15,114.75,80,34.75,False
NG-02898,2025-09-10,East,Retail,Everyday,Insulated Bottle,2,42,0,84,36,48,False
NG-02899,2025-09-10,East,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02900,2025-09-10,East,Retail,Home Office,Desk Lamp,3,58,0.05,165.3,84,81.3,False
NG-02901,2025-09-11,South,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-02902,2025-09-11,South,Retail,Everyday,Insulated Bottle,2,42,0,84,36,48,False
NG-02903,2025-09-11,South,Retail,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-02904,2025-09-11,West,Retail,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-02905,2025-09-11,East,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-02906,2025-09-11,East,Online,Living,Accent Cushion,2,46,0.05,87.4,40,47.4,False
NG-02907,2025-09-11,East,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02908,2025-09-11,East,Retail,Everyday,Travel Backpack,3,129,0,387,204,183,False
NG-02909,2025-09-12,South,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02910,2025-09-12,West,Retail,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-02911,2025-09-12,North,Online,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-02912,2025-09-12,East,Marketplace,Kitchen,Pour Over Kit,1,79,0.1,71.1,38,33.1,False
NG-02913,2025-09-12,South,Retail,Living,Linen Throw,1,96,0.05,91.2,49,42.2,False
NG-02914,2025-09-12,East,Online,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-02915,2025-09-12,South,Retail,Everyday,Insulated Bottle,2,42,0.1,75.6,36,39.6,False
NG-02916,2025-09-13,East,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02917,2025-09-13,North,Retail,Everyday,Canvas Tote,3,32,0,96,36,60,False
NG-02918,2025-09-13,South,Retail,Everyday,Canvas Tote,1,32,0.1,28.8,12,16.8,False
NG-02919,2025-09-13,West,Retail,Living,Accent Cushion,2,46,0.05,87.4,40,47.4,False
NG-02920,2025-09-13,North,Marketplace,Living,Oak Side Table,2,189,0.05,359.1,224,135.1,False
NG-02921,2025-09-13,North,Retail,Living,Oak Side Table,1,189,0,189,112,77,False
NG-02922,2025-09-14,North,Online,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-02923,2025-09-14,West,Marketplace,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-02924,2025-09-14,East,Marketplace,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-02925,2025-09-14,East,Marketplace,Living,Linen Throw,1,96,0.2,76.8,49,27.8,False
NG-02926,2025-09-14,North,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02927,2025-09-14,South,Online,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-02928,2025-09-14,North,Retail,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-02929,2025-09-15,North,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02930,2025-09-15,West,Online,Kitchen,Cast Iron Pan,1,135,0,135,80,55,False
NG-02931,2025-09-15,West,Retail,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-02932,2025-09-15,East,Retail,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-02933,2025-09-15,North,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-02934,2025-09-15,South,Marketplace,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-02935,2025-09-16,West,Marketplace,Living,Accent Cushion,2,46,0.05,0,0,0,True
NG-02936,2025-09-16,South,Marketplace,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-02937,2025-09-16,North,Marketplace,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-02938,2025-09-16,North,Online,Living,Linen Throw,3,96,0,288,147,141,False
NG-02939,2025-09-16,West,Retail,Home Office,Monitor Riser,1,72,0.15,61.2,33,28.2,False
NG-02940,2025-09-17,North,Marketplace,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-02941,2025-09-17,North,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02942,2025-09-17,West,Online,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-02943,2025-09-17,South,Retail,Living,Linen Throw,1,96,0.2,76.8,49,27.8,False
NG-02944,2025-09-17,East,Online,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-02945,2025-09-17,East,Retail,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-02946,2025-09-18,East,Online,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-02947,2025-09-18,South,Retail,Home Office,Desk Lamp,3,58,0,174,84,90,False
NG-02948,2025-09-18,North,Marketplace,Everyday,Insulated Bottle,1,42,0.1,37.8,18,19.8,False
NG-02949,2025-09-18,South,Retail,Living,Accent Cushion,2,46,0,92,40,52,False
NG-02950,2025-09-18,South,Online,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-02951,2025-09-18,North,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02952,2025-09-18,West,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02953,2025-09-19,North,Retail,Everyday,Insulated Bottle,2,42,0.1,75.6,36,39.6,False
NG-02954,2025-09-19,East,Online,Home Office,Monitor Riser,4,72,0.05,273.6,132,141.6,False
NG-02955,2025-09-19,East,Online,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-02956,2025-09-19,East,Online,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-02957,2025-09-19,North,Online,Everyday,Insulated Bottle,3,42,0,126,54,72,False
NG-02958,2025-09-19,South,Retail,Home Office,Desk Lamp,2,58,0,116,56,60,False
NG-02959,2025-09-19,East,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02960,2025-09-19,North,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02961,2025-09-20,North,Retail,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-02962,2025-09-20,North,Online,Living,Accent Cushion,3,46,0,138,60,78,False
NG-02963,2025-09-20,East,Retail,Kitchen,Cast Iron Pan,1,135,0.05,128.25,80,48.25,False
NG-02964,2025-09-20,North,Retail,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-02965,2025-09-20,South,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02966,2025-09-20,South,Marketplace,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-02967,2025-09-21,West,Marketplace,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-02968,2025-09-21,South,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02969,2025-09-21,West,Online,Everyday,Canvas Tote,1,32,0.15,27.2,12,15.2,False
NG-02970,2025-09-21,South,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02971,2025-09-21,North,Online,Living,Linen Throw,1,96,0,96,49,47,False
NG-02972,2025-09-21,South,Online,Home Office,Desk Lamp,2,58,0,116,56,60,False
NG-02973,2025-09-21,East,Retail,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-02974,2025-09-22,East,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02975,2025-09-22,South,Marketplace,Living,Linen Throw,1,96,0.05,91.2,49,42.2,False
NG-02976,2025-09-22,South,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02977,2025-09-22,South,Online,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-02978,2025-09-23,North,Online,Home Office,Desk Lamp,1,58,0.1,52.2,28,24.2,False
NG-02979,2025-09-23,South,Retail,Home Office,Desk Lamp,1,58,0.1,52.2,28,24.2,False
NG-02980,2025-09-23,North,Marketplace,Kitchen,Ceramic Dinner Set,1,112,0.2,89.6,57,32.6,False
NG-02981,2025-09-23,South,Online,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-02982,2025-09-23,South,Online,Kitchen,Ceramic Dinner Set,1,112,0,0,0,0,True
NG-02983,2025-09-23,South,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02984,2025-09-24,East,Online,Everyday,Insulated Bottle,3,42,0.1,113.4,54,59.4,False
NG-02985,2025-09-24,South,Retail,Kitchen,Ceramic Dinner Set,4,112,0,448,228,220,False
NG-02986,2025-09-24,North,Marketplace,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-02987,2025-09-24,North,Retail,Everyday,Insulated Bottle,3,42,0.1,113.4,54,59.4,False
NG-02988,2025-09-24,North,Retail,Kitchen,Cast Iron Pan,2,135,0.1,243.0,160,83.0,False
NG-02989,2025-09-24,North,Marketplace,Living,Accent Cushion,1,46,0.15,39.1,20,19.1,False
NG-02990,2025-09-24,East,Online,Everyday,Insulated Bottle,1,42,0.1,37.8,18,19.8,False
NG-02991,2025-09-25,North,Retail,Kitchen,Cast Iron Pan,2,135,0.05,256.5,160,96.5,False
NG-02992,2025-09-25,South,Online,Everyday,Insulated Bottle,1,42,0.1,37.8,18,19.8,False
NG-02993,2025-09-25,South,Marketplace,Kitchen,Ceramic Dinner Set,2,112,0.05,212.8,114,98.8,False
NG-02994,2025-09-25,North,Retail,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-02995,2025-09-25,East,Online,Everyday,Canvas Tote,1,32,0,0,0,0,True
NG-02996,2025-09-26,East,Retail,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
